5.9345e+05,7.92e+06,71.364,-156.38,44.108
5.9345e+05,7.92e+06,71.364,-156.38,42.732
5.9345e+05,7.92e+06,71.364,-156.38,41.383
5.9345e+05,7.92e+06,71.364,-156.38,40.091
5.9346e+05,7.92e+06,71.364,-156.38,38.868
5.9346e+05,7.92e+06,71.364,-156.38,37.721
5.9346e+05,7.92e+06,71.364,-156.38,36.659
5.9346e+05,7.92e+06,71.364,-156.38,35.697
5.9346e+05,7.92e+06,71.364,-156.38,34.867
5.9346e+05,7.92e+06,71.364,-156.38,34.222
5.9346e+05,7.92e+06,71.364,-156.38,33.825
5.9346e+05,7.92e+06,71.364,-156.38,33.685
5.9346e+05,7.92e+06,71.364,-156.38,33.73
5.9346e+05,7.92e+06,71.364,-156.38,33.862
5.9346e+05,7.92e+06,71.364,-156.38,33.944
5.9346e+05,7.92e+06,71.364,-156.38,33.881
5.9346e+05,7.92e+06,71.364,-156.38,33.648
5.9346e+05,7.92e+06,71.364,-156.38,33.234
5.9346e+05,7.92e+06,71.364,-156.38,32.639
5.9346e+05,7.92e+06,71.364,-156.38,31.884
5.9346e+05,7.92e+06,71.364,-156.38,31.012
5.9347e+05,7.92e+06,71.364,-156.38,30.088
5.9347e+05,7.92e+06,71.364,-156.38,29.175
5.9347e+05,7.92e+06,71.364,-156.38,28.324
5.9347e+05,7.92e+06,71.364,-156.38,27.579
5.9347e+05,7.92e+06,71.364,-156.38,26.98
5.9347e+05,7.92e+06,71.364,-156.38,26.563
5.9347e+05,7.92e+06,71.364,-156.38,26.35
5.9347e+05,7.92e+06,71.364,-156.38,26.348
5.9347e+05,7.92e+06,71.364,-156.38,26.54
5.9347e+05,7.92e+06,71.364,-156.38,26.891
5.9347e+05,7.92e+06,71.364,-156.38,27.361
5.9347e+05,7.92e+06,71.364,-156.38,27.902
5.9347e+05,7.92e+06,71.364,-156.38,28.452
5.9347e+05,7.92e+06,71.364,-156.38,28.949
5.9347e+05,7.92e+06,71.364,-156.38,29.34
5.9347e+05,7.92e+06,71.364,-156.38,29.586
5.9347e+05,7.92e+06,71.364,-156.38,29.666
5.9348e+05,7.92e+06,71.364,-156.38,29.568
5.9348e+05,7.92e+06,71.364,-156.38,29.284
5.9348e+05,7.92e+06,71.364,-156.38,28.823
5.9348e+05,7.92e+06,71.364,-156.38,28.209
5.9348e+05,7.92e+06,71.364,-156.38,27.48
5.9348e+05,7.92e+06,71.364,-156.38,26.668
5.9348e+05,7.92e+06,71.364,-156.38,25.8
5.9348e+05,7.92e+06,71.364,-156.38,24.908
5.9348e+05,7.92e+06,71.364,-156.38,24.023
5.9348e+05,7.92e+06,71.364,-156.38,23.167
5.9348e+05,7.92e+06,71.364,-156.38,22.345
5.9348e+05,7.92e+06,71.364,-156.38,21.556
5.9348e+05,7.92e+06,71.364,-156.38,20.802
5.9348e+05,7.92e+06,71.364,-156.38,20.089
5.9348e+05,7.92e+06,71.364,-156.38,19.422
5.9348e+05,7.92e+06,71.364,-156.38,18.805
5.9348e+05,7.92e+06,71.364,-156.38,18.244
5.9349e+05,7.9201e+06,71.364,-156.38,17.752
5.9349e+05,7.9201e+06,71.364,-156.38,17.337
5.9349e+05,7.9201e+06,71.364,-156.38,16.999
5.9349e+05,7.9201e+06,71.364,-156.38,16.734
5.9349e+05,7.9201e+06,71.364,-156.38,16.537
5.9349e+05,7.9201e+06,71.364,-156.38,16.4
5.9349e+05,7.9201e+06,71.364,-156.38,16.304
5.9349e+05,7.9201e+06,71.364,-156.38,16.219
5.9349e+05,7.9201e+06,71.364,-156.38,16.116
5.9349e+05,7.9201e+06,71.364,-156.38,15.977
5.9349e+05,7.9201e+06,71.364,-156.38,15.783
5.9349e+05,7.9201e+06,71.364,-156.38,15.516
